HomeTeam,AwayTeam,HomeGoals,AwayGoals
Cesena,Fiorentina,0.0,0.0
Chievo,Juventus,0.0,0.0
Genoa,Lecce,0.0,0.0
Lazio,Roma,2.0,1.0
Novara,Bologna,0.0,2.0
Fiorentina,Catania,2.0,2.0
Juventus,Genoa,2.0,2.0
Bologna,Lazio,0.0,2.0
Cagliari,Napoli,0.0,0.0
Inter,Chievo,1.0,0.0
Lecce,Milan,3.0,4.0
Parma,Atalanta,1.0,2.0
Roma,Palermo,1.0,0.0
Siena,Cesena,2.0,0.0
Udinese,Novara,3.0,0.0
Juventus,Fiorentina,2.0,1.0
Atalanta,Inter,1.0,1.0
Cesena,Cagliari,1.0,1.0
Chievo,Bologna,0.0,1.0
Genoa,Roma,2.0,1.0
Lazio,Catania,1.0,1.0
Milan,Parma,4.0,1.0
Napoli,Udinese,2.0,0.0
Novara,Siena,1.0,1.0
Palermo,Lecce,2.0,0.0
Catania,Napoli,2.0,1.0
Inter,Juventus,1.0,2.0
Roma,Milan,2.0,3.0
Bologna,Atalanta,3.0,1.0
Cagliari,Lazio,0.0,3.0
Fiorentina,Genoa,1.0,0.0
Lecce,Novara,1.0,1.0
Parma,Cesena,2.0,0.0
Siena,Chievo,4.0,1.0
Udinese,Palermo,1.0,0.0
Novara,Roma,0.0,2.0
Palermo,Bologna,3.0,1.0
Atalanta,Cagliari,1.0,0.0
Cesena,Lecce,0.0,1.0
Chievo,Fiorentina,1.0,0.0
Lazio,Parma,1.0,0.0
Milan,Catania,4.0,0.0
Udinese,Siena,2.0,1.0
Fiorentina,Milan,0.0,0.0
Inter,Cagliari,2.0,1.0
Napoli,Lazio,0.0,0.0
Bologna,Cesena,0.0,1.0
Catania,Chievo,1.0,2.0
Genoa,Novara,1.0,0.0
Juventus,Palermo,3.0,0.0
Parma,Udinese,2.0,0.0
Roma,Lecce,2.0,1.0
Siena,Atalanta,2.0,2.0
Udinese,Roma,2.0,0.0
Atalanta,Napoli,1.0,1.0
Lazio,Juventus,0.0,1.0
Lecce,Catania,0.0,1.0
Novara,Parma,2.0,1.0
Cagliari,Bologna,1.0,1.0
Cesena,Genoa,2.0,0.0
Milan,Chievo,4.0,0.0
Palermo,Fiorentina,2.0,0.0
Siena,Inter,0.0,1.0
Napoli,Juventus,3.0,3.0
Genoa,Milan,0.0,2.0
Inter,Udinese,0.0,1.0
Napoli,Lecce,4.0,2.0
Bologna,Siena,1.0,0.0
Catania,Cagliari,0.0,1.0
Chievo,Atalanta,0.0,0.0
Fiorentina,Roma,3.0,0.0
Juventus,Cesena,2.0,0.0
Parma,Palermo,0.0,0.0
Lazio,Novara,3.0,0.0
Inter,Fiorentina,2.0,0.0
Lecce,Lazio,2.0,3.0
Palermo,Cesena,0.0,1.0
Siena,Genoa,0.0,2.0
Atalanta,Catania,1.0,1.0
Bologna,Milan,2.0,2.0
Cagliari,Parma,0.0,0.0
Novara,Napoli,1.0,1.0
Udinese,Chievo,2.0,1.0
Roma,Juventus,1.0,1.0
Genoa,Inter,0.0,1.0
Chievo,Cagliari,2.0,0.0
Fiorentina,Atalanta,2.0,2.0
Milan,Siena,2.0,0.0
Catania,Palermo,2.0,0.0
Cesena,Inter,0.0,1.0
Genoa,Bologna,2.0,1.0
Juventus,Novara,2.0,0.0
Lazio,Udinese,2.0,2.0
Napoli,Roma,1.0,3.0
Parma,Lecce,3.0,3.0
Cagliari,Milan,0.0,2.0
Siena,Fiorentina,0.0,0.0
Atalanta,Cesena,4.0,1.0
Bologna,Roma,0.0,2.0
Inter,Lecce,4.0,1.0
Lazio,Chievo,0.0,0.0
Napoli,Genoa,6.0,1.0
Novara,Palermo,2.0,2.0
Parma,Catania,3.0,3.0
Udinese,Juventus,0.0,0.0
Inter,Parma,5.0,0.0
Siena,Lazio,4.0,0.0
Atalanta,Milan,0.0,2.0
Bologna,Catania,2.0,0.0
Cagliari,Genoa,3.0,0.0
Lecce,Juventus,0.0,1.0
Novara,Fiorentina,0.0,3.0
Palermo,Napoli,1.0,3.0
Roma,Chievo,2.0,0.0
Udinese,Cesena,4.0,1.0
Cesena,Novara,3.0,1.0
Chievo,Palermo,1.0,0.0
Fiorentina,Lecce,0.0,1.0
Genoa,Udinese,3.0,2.0
Juventus,Cagliari,1.0,1.0
Lazio,Atalanta,2.0,0.0
Milan,Inter,0.0,1.0
Parma,Siena,3.0,1.0
Napoli,Bologna,1.0,1.0
Atalanta,Juventus,0.0,2.0
Roma,Cesena,5.0,1.0
Bologna,Parma,0.0,0.0
Cagliari,Fiorentina,0.0,0.0
Inter,Lazio,2.0,1.0
Lecce,Chievo,2.0,2.0
Novara,Milan,0.0,3.0
Palermo,Genoa,5.0,3.0
Siena,Napoli,1.0,1.0
Udinese,Catania,2.0,1.0
Catania,Parma,1.0,1.0
Juventus,Udinese,2.0,1.0
Cesena,Atalanta,0.0,1.0
Chievo,Lazio,0.0,3.0
Fiorentina,Siena,2.0,1.0
Genoa,Napoli,3.0,2.0
Lecce,Inter,1.0,0.0
Milan,Cagliari,3.0,0.0
Palermo,Novara,2.0,0.0
Roma,Bologna,1.0,1.0
Cagliari,Roma,4.0,2.0
Inter,Palermo,4.0,4.0
Lazio,Milan,2.0,0.0
Napoli,Cesena,0.0,0.0
Udinese,Lecce,2.0,1.0
Novara,Chievo,1.0,2.0
Roma,Inter,4.0,0.0
Chievo,Parma,1.0,2.0
Fiorentina,Udinese,3.0,2.0
Genoa,Lazio,3.0,2.0
Juventus,Siena,0.0,0.0
Lecce,Bologna,0.0,0.0
Milan,Napoli,0.0,0.0
Novara,Cagliari,0.0,0.0
Palermo,Atalanta,2.0,1.0
Catania,Roma,1.0,1.0
Lazio,Cesena,3.0,2.0
Cagliari,Palermo,2.0,1.0
Udinese,Milan,1.0,2.0
Atalanta,Lecce,0.0,0.0
Catania,Genoa,4.0,0.0
Inter,Novara,0.0,1.0
Napoli,Chievo,2.0,0.0
Siena,Roma,1.0,0.0
Atalanta,Genoa,1.0,0.0
Parma,Juventus,0.0,0.0
Fiorentina,Napoli,0.0,3.0
Inter,Bologna,0.0,3.0
Juventus,Catania,3.0,1.0
Cesena,Milan,1.0,3.0
Genoa,Chievo,0.0,1.0
Lecce,Siena,4.0,1.0
Novara,Atalanta,0.0,0.0
Palermo,Lazio,5.0,1.0
Roma,Parma,1.0,0.0
Udinese,Cagliari,0.0,0.0
Bologna,Fiorentina,2.0,0.0
Siena,Catania,0.0,1.0
Genoa,Parma,2.0,2.0
Milan,Juventus,1.0,1.0
Atalanta,Roma,4.0,1.0
Bologna,Udinese,1.0,3.0
Cagliari,Lecce,1.0,2.0
Catania,Novara,3.0,1.0
Chievo,Cesena,1.0,0.0
Lazio,Fiorentina,1.0,0.0
Napoli,Inter,1.0,0.0
Siena,Palermo,4.0,1.0
Juventus,Chievo,1.0,1.0
Palermo,Milan,0.0,4.0
Bologna,Novara,1.0,0.0
Fiorentina,Cesena,2.0,0.0
Inter,Catania,2.0,2.0
Lecce,Genoa,2.0,2.0
Parma,Napoli,1.0,2.0
Roma,Lazio,1.0,2.0
Siena,Cagliari,3.0,0.0
Udinese,Atalanta,0.0,0.0
Bologna,Juventus,1.0,1.0
Cesena,Catania,0.0,0.0
Parma,Fiorentina,2.0,2.0
Chievo,Inter,0.0,2.0
Napoli,Cagliari,6.0,3.0
Palermo,Roma,0.0,1.0
Atalanta,Parma,1.0,1.0
Catania,Fiorentina,1.0,0.0
Cesena,Siena,0.0,2.0
Genoa,Juventus,0.0,0.0
Lazio,Bologna,1.0,3.0
Milan,Lecce,2.0,0.0
Novara,Udinese,1.0,0.0
Fiorentina,Juventus,0.0,5.0
Parma,Milan,0.0,2.0
Bologna,Chievo,2.0,2.0
Cagliari,Cesena,3.0,0.0
Catania,Lazio,1.0,0.0
Inter,Atalanta,0.0,0.0
Lecce,Palermo,1.0,1.0
Siena,Novara,0.0,2.0
Udinese,Napoli,2.0,2.0
Roma,Genoa,1.0,0.0
Milan,Roma,2.0,1.0
Palermo,Udinese,1.0,1.0
Atalanta,Bologna,2.0,0.0
Cesena,Parma,2.0,2.0
Chievo,Siena,1.0,1.0
Genoa,Fiorentina,2.0,2.0
Juventus,Inter,2.0,0.0
Lazio,Cagliari,1.0,0.0
Napoli,Catania,2.0,2.0
Novara,Lecce,0.0,0.0
Catania,Milan,1.0,1.0
Parma,Lazio,3.0,1.0
Bologna,Palermo,1.0,3.0
Cagliari,Atalanta,2.0,0.0
Fiorentina,Chievo,1.0,2.0
Inter,Genoa,5.0,4.0
Juventus,Napoli,3.0,0.0
Lecce,Cesena,0.0,0.0
Roma,Novara,5.0,2.0
Siena,Udinese,1.0,0.0
Atalanta,Siena,1.0,2.0
Cagliari,Inter,2.0,2.0
Cesena,Bologna,0.0,0.0
Chievo,Catania,3.0,2.0
Lazio,Napoli,3.0,1.0
Lecce,Roma,4.0,2.0
Milan,Fiorentina,1.0,2.0
Novara,Genoa,1.0,1.0
Palermo,Juventus,0.0,2.0
Udinese,Parma,3.0,1.0
Chievo,Milan,0.0,1.0
Catania,Lecce,1.0,2.0
Fiorentina,Palermo,0.0,0.0
Genoa,Cesena,1.0,1.0
Inter,Siena,2.0,1.0
Juventus,Lazio,2.0,1.0
Napoli,Atalanta,1.0,3.0
Parma,Novara,2.0,0.0
Roma,Udinese,3.0,1.0
Bologna,Cagliari,1.0,0.0
Catania,Atalanta,2.0,0.0
Chievo,Udinese,0.0,0.0
Napoli,Novara,2.0,0.0
Parma,Cagliari,3.0,0.0
Cesena,Palermo,2.0,2.0
Fiorentina,Inter,0.0,0.0
Genoa,Siena,1.0,4.0
Juventus,Roma,4.0,0.0
Lazio,Lecce,1.0,1.0
Milan,Bologna,1.0,1.0
Atalanta,Chievo,1.0,0.0
Cagliari,Catania,3.0,0.0
Cesena,Juventus,0.0,1.0
Lecce,Napoli,0.0,2.0
Milan,Genoa,1.0,0.0
Novara,Lazio,2.0,1.0
Palermo,Parma,1.0,2.0
Roma,Fiorentina,1.0,2.0
Siena,Bologna,1.0,1.0
Udinese,Inter,1.0,3.0
Cagliari,Chievo,0.0,0.0
Palermo,Catania,1.0,1.0
Roma,Napoli,2.0,2.0
Atalanta,Fiorentina,2.0,0.0
Bologna,Genoa,3.0,2.0
Inter,Cesena,2.0,1.0
Lecce,Parma,1.0,2.0
Novara,Juventus,0.0,4.0
Siena,Milan,1.0,4.0
Udinese,Lazio,2.0,0.0
Chievo,Roma,0.0,0.0
Napoli,Palermo,2.0,0.0
Catania,Bologna,0.0,1.0
Cesena,Udinese,0.0,1.0
Fiorentina,Novara,2.0,2.0
Genoa,Cagliari,2.0,1.0
Juventus,Lecce,1.0,1.0
Lazio,Siena,1.0,1.0
Milan,Atalanta,2.0,0.0
Parma,Inter,3.0,1.0
Lecce,Fiorentina,0.0,1.0
Roma,Catania,2.0,2.0
Atalanta,Lazio,0.0,2.0
Bologna,Napoli,2.0,0.0
Cagliari,Juventus,0.0,2.0
Inter,Milan,4.0,2.0
Novara,Cesena,3.0,0.0
Palermo,Chievo,4.0,4.0
Siena,Parma,0.0,2.0
Udinese,Genoa,2.0,0.0
Catania,Udinese,0.0,2.0
Cesena,Roma,2.0,3.0
Chievo,Lecce,1.0,0.0
Fiorentina,Cagliari,0.0,0.0
Genoa,Palermo,2.0,0.0
Juventus,Atalanta,3.0,1.0
Lazio,Inter,3.0,1.0
Milan,Novara,2.0,1.0
Napoli,Siena,2.0,1.0
Parma,Bologna,1.0,0.0
Fiorentina,Udinese,2.0,1.0
Juventus,Parma,2.0,0.0
Atalanta,Lazio,0.0,1.0
Chievo,Bologna,2.0,0.0
Genoa,Cagliari,2.0,0.0
Milan,Sampdoria,0.0,1.0
Palermo,Napoli,0.0,3.0
Pescara,Inter,0.0,3.0
Roma,Catania,2.0,2.0
Siena,Torino,0.0,0.0
Bologna,Milan,1.0,3.0
Torino,Pescara,3.0,0.0
Cagliari,Atalanta,1.0,1.0
Catania,Genoa,3.0,2.0
Inter,Roma,1.0,3.0
Lazio,Palermo,3.0,0.0
Napoli,Fiorentina,2.0,1.0
Parma,Chievo,2.0,0.0
Sampdoria,Siena,2.0,1.0
Udinese,Juventus,1.0,4.0
Milan,Atalanta,0.0,1.0
Palermo,Cagliari,1.0,1.0
Chievo,Lazio,1.0,3.0
Fiorentina,Catania,2.0,0.0
Genoa,Juventus,1.0,3.0
Napoli,Parma,3.0,1.0
Pescara,Sampdoria,2.0,3.0
Roma,Bologna,2.0,3.0
Siena,Udinese,2.0,2.0
Torino,Inter,0.0,2.0
Juventus,Chievo,2.0,0.0
Parma,Fiorentina,1.0,1.0
Atalanta,Palermo,1.0,0.0
Bologna,Pescara,1.0,1.0
Cagliari,Roma,0.0,3.0
Catania,Napoli,0.0,0.0
Inter,Siena,0.0,2.0
Lazio,Genoa,0.0,1.0
Sampdoria,Torino,1.0,1.0
Udinese,Milan,2.0,1.0
Fiorentina,Juventus,0.0,0.0
Catania,Atalanta,2.0,1.0
Chievo,Inter,0.0,2.0
Genoa,Parma,1.0,1.0
Milan,Cagliari,2.0,0.0
Napoli,Lazio,3.0,0.0
Pescara,Palermo,1.0,0.0
Roma,Sampdoria,1.0,1.0
Torino,Udinese,0.0,0.0
Siena,Bologna,1.0,0.0
Juventus,Roma,4.0,1.0
Parma,Milan,1.0,1.0
Atalanta,Torino,1.0,5.0
Bologna,Catania,4.0,0.0
Cagliari,Pescara,1.0,2.0
Inter,Fiorentina,2.0,1.0
Lazio,Siena,2.0,1.0
Palermo,Chievo,4.0,1.0
Sampdoria,Napoli,0.0,1.0
Udinese,Genoa,0.0,0.0
Chievo,Sampdoria,2.0,1.0
Genoa,Palermo,1.0,1.0
Catania,Parma,2.0,0.0
Fiorentina,Bologna,1.0,0.0
Milan,Inter,0.0,1.0
Napoli,Udinese,2.0,1.0
Pescara,Lazio,0.0,3.0
Roma,Atalanta,2.0,0.0
Siena,Juventus,1.0,2.0
Torino,Cagliari,0.0,1.0
Juventus,Napoli,2.0,0.0
Lazio,Milan,3.0,2.0
Atalanta,Siena,2.0,1.0
Cagliari,Bologna,1.0,0.0
Chievo,Fiorentina,1.0,1.0
Genoa,Roma,2.0,4.0
Inter,Catania,2.0,0.0
Palermo,Torino,0.0,0.0
Parma,Sampdoria,2.0,1.0
Udinese,Pescara,1.0,0.0
Milan,Genoa,1.0,0.0
Siena,Palermo,0.0,0.0
Bologna,Inter,1.0,3.0
Catania,Juventus,0.0,1.0
Fiorentina,Lazio,2.0,0.0
Napoli,Chievo,1.0,0.0
Pescara,Atalanta,0.0,0.0
Roma,Udinese,2.0,3.0
Sampdoria,Cagliari,0.0,1.0
Torino,Parma,1.0,3.0
Palermo,Milan,2.0,2.0
Atalanta,Napoli,1.0,0.0
Cagliari,Siena,4.0,2.0
Chievo,Pescara,2.0,0.0
Inter,Sampdoria,3.0,2.0
Juventus,Bologna,2.0,1.0
Lazio,Torino,1.0,1.0
Parma,Roma,3.0,2.0
Udinese,Catania,2.0,2.0
Genoa,Fiorentina,0.0,1.0
Juventus,Inter,1.0,3.0
Milan,Chievo,5.0,1.0
Bologna,Udinese,1.0,1.0
Catania,Lazio,4.0,0.0
Fiorentina,Cagliari,4.0,1.0
Napoli,Torino,1.0,1.0
Pescara,Parma,2.0,0.0
Roma,Palermo,4.0,1.0
Sampdoria,Atalanta,1.0,2.0
Siena,Genoa,1.0,0.0
Cagliari,Catania,0.0,0.0
Pescara,Juventus,1.0,6.0
Atalanta,Inter,3.0,2.0
Chievo,Udinese,2.0,2.0
Genoa,Napoli,2.0,4.0
Lazio,Roma,3.0,2.0
Milan,Fiorentina,1.0,3.0
Palermo,Sampdoria,2.0,0.0
Parma,Siena,0.0,0.0
Torino,Bologna,1.0,0.0
Juventus,Lazio,0.0,0.0
Napoli,Milan,2.0,2.0
Bologna,Palermo,3.0,0.0
Catania,Chievo,2.0,1.0
Fiorentina,Atalanta,4.0,1.0
Inter,Cagliari,2.0,2.0
Sampdoria,Genoa,3.0,1.0
Siena,Pescara,1.0,0.0
Udinese,Parma,2.0,2.0
Roma,Torino,2.0,0.0
Palermo,Catania,3.0,1.0
Atalanta,Genoa,0.0,1.0
Chievo,Siena,0.0,0.0
Milan,Juventus,1.0,0.0
Pescara,Roma,0.0,1.0
Sampdoria,Bologna,1.0,0.0
Torino,Fiorentina,2.0,2.0
Cagliari,Napoli,0.0,1.0
Parma,Inter,1.0,0.0
Lazio,Udinese,3.0,0.0
Catania,Milan,1.0,3.0
Juventus,Torino,3.0,0.0
Bologna,Atalanta,2.0,1.0
Fiorentina,Sampdoria,2.0,2.0
Genoa,Chievo,2.0,4.0
Inter,Palermo,1.0,0.0
Lazio,Parma,2.0,1.0
Napoli,Pescara,5.0,1.0
Siena,Roma,1.0,3.0
Udinese,Cagliari,4.0,1.0
Atalanta,Parma,2.0,1.0
Roma,Fiorentina,4.0,2.0
Cagliari,Chievo,0.0,2.0
Inter,Napoli,2.0,1.0
Palermo,Juventus,0.0,1.0
Pescara,Genoa,2.0,0.0
Siena,Catania,1.0,3.0
Torino,Milan,2.0,4.0
Bologna,Lazio,0.0,0.0
Sampdoria,Udinese,0.0,2.0
Lazio,Inter,1.0,0.0
Udinese,Palermo,1.0,1.0
Catania,Sampdoria,3.0,1.0
Chievo,Roma,1.0,0.0
Fiorentina,Siena,4.0,1.0
Genoa,Torino,1.0,1.0
Juventus,Atalanta,3.0,0.0
Milan,Pescara,4.0,1.0
Napoli,Bologna,2.0,3.0
Parma,Cagliari,4.0,1.0
Cagliari,Juventus,1.0,3.0
Pescara,Catania,2.0,1.0
Atalanta,Udinese,1.0,1.0
Bologna,Parma,1.0,2.0
Inter,Genoa,1.0,1.0
Palermo,Fiorentina,0.0,3.0
Roma,Milan,4.0,2.0
Sampdoria,Lazio,0.0,1.0
Siena,Napoli,0.0,2.0
Torino,Chievo,2.0,0.0
Catania,Torino,0.0,0.0
Lazio,Cagliari,2.0,1.0
Chievo,Atalanta,1.0,0.0
Fiorentina,Pescara,0.0,2.0
Genoa,Bologna,2.0,0.0
Juventus,Sampdoria,1.0,2.0
Milan,Siena,2.0,1.0
Napoli,Roma,4.0,1.0
Parma,Palermo,2.0,1.0
Udinese,Inter,3.0,0.0
Bologna,Chievo,4.0,0.0
Inter,Pescara,2.0,0.0
Cagliari,Genoa,2.0,1.0
Catania,Roma,1.0,0.0
Lazio,Atalanta,2.0,0.0
Napoli,Palermo,3.0,0.0
Parma,Juventus,1.0,1.0
Sampdoria,Milan,0.0,0.0
Torino,Siena,3.0,2.0
Udinese,Fiorentina,3.0,1.0
Juventus,Udinese,4.0,0.0
Milan,Bologna,2.0,1.0
Palermo,Lazio,2.0,2.0
Atalanta,Cagliari,1.0,1.0
Chievo,Parma,1.0,1.0
Fiorentina,Napoli,1.0,1.0
Genoa,Catania,0.0,2.0
Pescara,Torino,0.0,2.0
Roma,Inter,1.0,1.0
Siena,Sampdoria,1.0,0.0
Juventus,Genoa,1.0,1.0
Lazio,Chievo,0.0,1.0
Atalanta,Milan,0.0,1.0
Bologna,Roma,3.0,3.0
Cagliari,Palermo,1.0,1.0
Catania,Fiorentina,2.0,1.0
Inter,Torino,2.0,2.0
Parma,Napoli,1.0,2.0
Sampdoria,Pescara,6.0,0.0
Udinese,Siena,1.0,0.0
Roma,Cagliari,2.0,4.0
Napoli,Catania,2.0,0.0
Torino,Sampdoria,0.0,0.0
Chievo,Juventus,1.0,2.0
Fiorentina,Parma,2.0,0.0
Genoa,Lazio,3.0,2.0
Milan,Udinese,2.0,1.0
Palermo,Atalanta,1.0,2.0
Pescara,Bologna,2.0,3.0
Siena,Inter,3.0,1.0
Juventus,Fiorentina,2.0,0.0
Lazio,Napoli,1.0,1.0
Atalanta,Catania,0.0,0.0
Bologna,Siena,1.0,1.0
Cagliari,Milan,1.0,1.0
Inter,Chievo,3.0,1.0
Palermo,Pescara,1.0,1.0
Parma,Genoa,0.0,0.0
Sampdoria,Roma,3.0,1.0
Udinese,Torino,1.0,0.0
Milan,Parma,2.0,1.0
Chievo,Palermo,1.0,1.0
Roma,Juventus,1.0,0.0
Catania,Bologna,1.0,0.0
Fiorentina,Inter,4.0,1.0
Genoa,Udinese,1.0,0.0
Napoli,Sampdoria,0.0,0.0
Pescara,Cagliari,0.0,2.0
Torino,Atalanta,2.0,1.0
Siena,Lazio,3.0,0.0
Palermo,Genoa,0.0,0.0
Atalanta,Roma,2.0,3.0
Cagliari,Torino,4.0,3.0
Inter,Milan,1.0,1.0
Juventus,Siena,3.0,0.0
Parma,Catania,1.0,2.0
Sampdoria,Chievo,2.0,0.0
Lazio,Pescara,2.0,0.0
Udinese,Napoli,0.0,0.0
Bologna,Fiorentina,2.0,1.0
Napoli,Juventus,1.0,1.0
Milan,Lazio,3.0,0.0
Bologna,Cagliari,3.0,0.0
Catania,Inter,2.0,3.0
Fiorentina,Chievo,2.0,1.0
Pescara,Udinese,0.0,1.0
Roma,Genoa,3.0,1.0
Sampdoria,Parma,1.0,0.0
Siena,Atalanta,0.0,2.0
Torino,Palermo,0.0,0.0
Genoa,Milan,0.0,2.0
Udinese,Roma,1.0,1.0
Atalanta,Pescara,2.0,1.0
Cagliari,Sampdoria,3.0,1.0
Chievo,Napoli,2.0,0.0
Inter,Bologna,0.0,1.0
Juventus,Catania,1.0,0.0
Lazio,Fiorentina,0.0,2.0
Palermo,Siena,1.0,2.0
Parma,Torino,4.0,1.0
Bologna,Juventus,0.0,2.0
Catania,Udinese,3.0,1.0
Fiorentina,Genoa,3.0,2.0
Milan,Palermo,2.0,0.0
Napoli,Atalanta,3.0,2.0
Pescara,Chievo,0.0,2.0
Roma,Parma,2.0,0.0
Siena,Cagliari,0.0,0.0
Torino,Lazio,1.0,0.0
Atalanta,Sampdoria,0.0,0.0
Cagliari,Fiorentina,2.0,1.0
Chievo,Milan,0.0,1.0
Genoa,Siena,2.0,2.0
Inter,Juventus,1.0,2.0
Lazio,Catania,2.0,1.0
Palermo,Roma,2.0,0.0
Parma,Pescara,3.0,0.0
Torino,Napoli,3.0,5.0
Udinese,Bologna,0.0,0.0
Sampdoria,Inter,0.0,2.0
Bologna,Torino,2.0,2.0
Juventus,Pescara,2.0,1.0
Catania,Cagliari,0.0,0.0
Fiorentina,Milan,2.0,2.0
Inter,Atalanta,3.0,4.0
Napoli,Genoa,2.0,0.0
Sampdoria,Palermo,1.0,3.0
Siena,Parma,0.0,0.0
Udinese,Chievo,3.0,1.0
Roma,Lazio,1.0,1.0
Atalanta,Fiorentina,0.0,2.0
Pescara,Siena,2.0,3.0
Cagliari,Inter,2.0,0.0
Chievo,Catania,0.0,0.0
Genoa,Sampdoria,1.0,1.0
Milan,Napoli,1.0,1.0
Palermo,Bologna,1.0,1.0
Parma,Udinese,0.0,3.0
Torino,Roma,1.0,2.0
Lazio,Juventus,0.0,2.0
Genoa,Atalanta,1.0,1.0
Udinese,Lazio,1.0,0.0
Bologna,Sampdoria,1.0,1.0
Catania,Palermo,1.0,1.0
Fiorentina,Torino,4.0,3.0
Inter,Parma,1.0,0.0
Juventus,Milan,1.0,0.0
Napoli,Cagliari,3.0,2.0
Roma,Pescara,1.0,1.0
Siena,Chievo,0.0,1.0
Atalanta,Bologna,1.0,1.0
Cagliari,Udinese,0.0,1.0
Pescara,Napoli,0.0,3.0
Chievo,Genoa,0.0,1.0
Milan,Catania,4.0,2.0
Palermo,Inter,1.0,0.0
Parma,Lazio,0.0,0.0
Roma,Siena,4.0,0.0
Sampdoria,Fiorentina,0.0,3.0
Torino,Juventus,0.0,2.0
Chievo,Cagliari,0.0,0.0
Fiorentina,Roma,0.0,1.0
Catania,Siena,3.0,0.0
Genoa,Pescara,4.0,1.0
Juventus,Palermo,1.0,0.0
Lazio,Bologna,6.0,0.0
Milan,Torino,1.0,0.0
Napoli,Inter,3.0,1.0
Parma,Atalanta,2.0,0.0
Udinese,Sampdoria,3.0,1.0
Roma,Chievo,0.0,1.0
Atalanta,Juventus,0.0,1.0
Bologna,Napoli,0.0,3.0
Cagliari,Parma,0.0,1.0
Inter,Lazio,1.0,3.0
Palermo,Udinese,2.0,3.0
Pescara,Milan,0.0,4.0
Sampdoria,Catania,1.0,1.0
Siena,Fiorentina,0.0,1.0
Torino,Genoa,0.0,0.0
Catania,Pescara,1.0,0.0
Juventus,Cagliari,1.0,1.0
Chievo,Torino,1.0,1.0
Fiorentina,Palermo,1.0,0.0
Genoa,Inter,0.0,0.0
Lazio,Sampdoria,2.0,0.0
Milan,Roma,0.0,0.0
Napoli,Siena,2.0,1.0
Parma,Bologna,0.0,2.0
Udinese,Atalanta,2.0,1.0
Sampdoria,Juventus,3.0,2.0
Atalanta,Chievo,2.0,2.0
Bologna,Genoa,0.0,0.0
Cagliari,Lazio,1.0,0.0
Inter,Udinese,2.0,5.0
Palermo,Parma,1.0,3.0
Pescara,Fiorentina,1.0,5.0
Roma,Napoli,2.0,1.0
Siena,Milan,1.0,2.0
Torino,Catania,2.0,2.0
,,,
,,,
,,,
Sampdoria,Juventus,0.0,1.0
Verona,Milan,2.0,1.0
Cagliari,Atalanta,2.0,1.0
Inter,Genoa,2.0,0.0
Lazio,Udinese,2.0,1.0
Livorno,Roma,0.0,2.0
Napoli,Bologna,3.0,0.0
Parma,Chievo,0.0,0.0
Torino,Sassuolo,2.0,0.0
Fiorentina,Catania,2.0,1.0
Chievo,Napoli,2.0,4.0
Juventus,Lazio,4.0,1.0
Atalanta,Torino,2.0,0.0
Bologna,Sampdoria,2.0,2.0
Catania,Inter,0.0,3.0
Genoa,Fiorentina,2.0,5.0
Milan,Cagliari,3.0,1.0
Roma,Verona,3.0,0.0
Sassuolo,Livorno,1.0,4.0
Udinese,Parma,3.0,1.0
Inter,Juventus,1.0,1.0
Napoli,Atalanta,2.0,0.0
Torino,Milan,2.0,2.0
Fiorentina,Cagliari,1.0,1.0
Lazio,Chievo,3.0,0.0
Livorno,Catania,2.0,0.0
Sampdoria,Genoa,0.0,3.0
Udinese,Bologna,1.0,1.0
Verona,Sassuolo,2.0,0.0
Parma,Roma,1.0,3.0
Cagliari,Sampdoria,2.0,2.0
Chievo,Udinese,2.0,1.0
Genoa,Livorno,0.0,0.0
Atalanta,Fiorentina,0.0,2.0
Bologna,Torino,1.0,2.0
Catania,Parma,0.0,0.0
Juventus,Verona,2.0,1.0
Milan,Napoli,1.0,2.0
Roma,Lazio,2.0,0.0
Sassuolo,Inter,0.0,7.0
Udinese,Genoa,1.0,0.0
Bologna,Milan,3.0,3.0
Chievo,Juventus,1.0,2.0
Lazio,Catania,3.0,1.0
Livorno,Cagliari,1.0,1.0
Napoli,Sassuolo,1.0,1.0
Parma,Atalanta,4.0,3.0
Sampdoria,Roma,0.0,2.0
Torino,Verona,2.0,2.0
Inter,Fiorentina,2.0,1.0
Genoa,Napoli,0.0,2.0
Milan,Sampdoria,1.0,0.0
Atalanta,Udinese,2.0,0.0
Cagliari,Inter,1.0,1.0
Catania,Chievo,2.0,0.0
Roma,Bologna,5.0,0.0
Sassuolo,Lazio,2.0,2.0
Torino,Juventus,0.0,1.0
Verona,Livorno,2.0,1.0
Fiorentina,Parma,2.0,2.0
Chievo,Atalanta,0.0,1.0
Inter,Roma,0.0,3.0
Bologna,Verona,1.0,4.0
Catania,Genoa,1.0,1.0
Juventus,Milan,3.0,2.0
Lazio,Fiorentina,0.0,0.0
Napoli,Livorno,4.0,0.0
Parma,Sassuolo,3.0,1.0
Sampdoria,Torino,2.0,2.0
Udinese,Cagliari,2.0,0.0
Roma,Napoli,2.0,0.0
Cagliari,Catania,2.0,1.0
Milan,Udinese,1.0,0.0
Atalanta,Lazio,2.0,1.0
Fiorentina,Juventus,4.0,2.0
Genoa,Chievo,2.0,1.0
Livorno,Sampdoria,1.0,2.0
